Date,Region,Product_Category,Product_Name,Service_Type,Units_Sold,Product_Revenue_USD,Service_Revenue_USD,Total_Revenue_USD
7/2/2022,Japan,Pen Tablet,Wacom Intuos M,Cloud Services,138,220409.97,33425.7,253835.67
7/3/2022,Japan,Accessories,Wacom Stand,Extended Warranty,199,195648.91,25706.35,221355.26
7/4/2022,APAC,Accessories,Wacom Stand,Support Plan,135,27624.04,4758.87,32382.91
7/5/2022,North America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,196,349766,21912.68,371678.68
7/6/2022,Europe,Display Tablet,Cintiq Pro 24,Cloud Services,208,286423.44,25681.17,312104.61
7/7/2022,Japan,Mobile Studio,MobileStudio Pro 16,Extended Warranty,184,57514.86,3242.26,60757.12
7/8/2022,North America,Accessories,Pro Pen 2,Extended Warranty,231,104552.8,14309.51,118862.31
7/9/2022,APAC,Pen Tablet,Wacom Intuos M,Extended Warranty,143,106236.48,16681.34,122917.82
7/10/2022,Japan,Mobile Studio,MobileStudio Pro 13,Extended Warranty,127,195090.91,23635.86,218726.77
7/11/2022,Latin America,Mobile Studio,MobileStudio Pro 16,Training,142,199521.37,35864.36,235385.73
7/12/2022,APAC,Pen Tablet,Wacom Intuos S,Support Plan,205,58367.92,4334.82,62702.74
7/13/2022,Japan,Mobile Studio,MobileStudio Pro 13,Extended Warranty,221,80686.01,3735.36,84421.37
7/14/2022,Europe,Pen Tablet,Wacom Intuos M,Extended Warranty,195,25089.24,2965.91,28055.15
7/15/2022,APAC,Mobile Studio,MobileStudio Pro 13,Extended Warranty,132,220188.88,17679.68,237868.56
7/16/2022,APAC,Mobile Studio,MobileStudio Pro 16,Support Plan,152,268569.23,38531.75,307100.98
7/17/2022,Europe,Pen Tablet,Wacom Intuos S,Support Plan,152,204672.42,14546.8,219219.22
7/18/2022,Japan,Accessories,ExpressKey Remote,Training,218,273854.4,35612.97,309467.37
7/19/2022,Japan,Accessories,ExpressKey Remote,Training,285,45183.65,6785.31,51968.96
7/20/2022,Japan,Display Tablet,Cintiq 16,Training,240,105651.58,12920.67,118572.25
7/21/2022,Japan,Accessories,Pro Pen 2,Support Plan,183,133137.52,12412.81,145550.33
7/22/2022,Europe,Display Tablet,Cintiq 16,Cloud Services,239,330733.53,56732.8,387466.33
7/23/2022,Latin America,Display Tablet,Cintiq 16,Training,207,164112.69,18633.3,182745.99
7/24/2022,Japan,Pen Tablet,One by Wacom,Support Plan,169,49522.72,4826.57,54349.29
7/25/2022,Europe,Mobile Studio,MobileStudio Pro 16,Cloud Services,184,211399.16,22003.04,233402.2
7/26/2022,Japan,Pen Tablet,One by Wacom,Support Plan,157,71103.09,5577.31,76680.4
7/27/2022,Europe,Pen Tablet,Wacom Intuos S,Extended Warranty,180,64514.75,3425.69,67940.44
7/28/2022,Europe,Display Tablet,Cintiq 16,Training,213,98307.18,4265.76,102572.94
7/29/2022,Europe,Display Tablet,Cintiq Pro 24,Support Plan,180,59770.9,10602.09,70372.99
7/30/2022,APAC,Mobile Studio,MobileStudio Pro 16,Extended Warranty,279,64760,11425.61,76185.61
7/31/2022,Latin America,Display Tablet,Wacom One Display,Extended Warranty,199,147339.03,25102.75,172441.78
8/1/2022,Japan,Display Tablet,Wacom One Display,Cloud Services,183,218848.39,38409.41,257257.8
8/2/2022,Japan,Mobile Studio,MobileStudio Pro 13,Cloud Services,153,197609.08,12031.58,209640.66
8/3/2022,North America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,219,75899.82,5630,81529.82
8/4/2022,Latin America,Display Tablet,Cintiq Pro 24,Support Plan,147,264445.78,10854.87,275300.65
8/5/2022,North America,Accessories,Pro Pen 2,Extended Warranty,144,157599.18,21395.67,178994.85
8/6/2022,Japan,Display Tablet,Cintiq 16,Training,136,149897.35,10353.29,160250.64
8/7/2022,APAC,Accessories,ExpressKey Remote,Cloud Services,202,180079.24,15310.66,195389.9
8/8/2022,Latin America,Mobile Studio,MobileStudio Pro 13,Support Plan,184,326967.37,23262.92,350230.29
8/9/2022,Latin America,Pen Tablet,Wacom Intuos M,Support Plan,195,155890.21,13315.64,169205.85
8/10/2022,North America,Mobile Studio,MobileStudio Pro 16,Cloud Services,179,61603.55,9162.69,70766.24
8/11/2022,Japan,Pen Tablet,One by Wacom,Cloud Services,166,109323.53,6776.26,116099.79
8/12/2022,Europe,Mobile Studio,MobileStudio Pro 13,Support Plan,154,223498.81,39284.64,262783.45
8/13/2022,APAC,Accessories,Pro Pen 2,Extended Warranty,183,185536.33,15745.3,201281.63
8/14/2022,North America,Accessories,Pro Pen 2,Extended Warranty,220,195120.09,25582.92,220703.01
8/15/2022,Europe,Display Tablet,Wacom One Display,Cloud Services,180,268125.86,35271.09,303396.95
8/16/2022,Europe,Mobile Studio,MobileStudio Pro 16,Extended Warranty,179,203236.84,16045.63,219282.47
8/17/2022,APAC,Mobile Studio,MobileStudio Pro 13,Extended Warranty,253,125241.26,6074.08,131315.34
8/18/2022,Latin America,Accessories,ExpressKey Remote,Support Plan,129,185797.16,28810.32,214607.48
8/19/2022,Latin America,Pen Tablet,One by Wacom,Extended Warranty,191,170632.9,22475.07,193107.97
8/20/2022,Latin America,Pen Tablet,One by Wacom,Cloud Services,227,341921.1,42115.6,384036.7
8/21/2022,Europe,Display Tablet,Wacom One Display,Extended Warranty,236,333231.69,40853.52,374085.21
8/22/2022,Europe,Mobile Studio,MobileStudio Pro 13,Support Plan,180,105092.96,17288.03,122380.99
8/23/2022,Japan,Display Tablet,Cintiq Pro 24,Extended Warranty,196,254679.38,43993.49,298672.87
8/24/2022,Japan,Pen Tablet,One by Wacom,Training,168,227944.44,24251.91,252196.35
8/25/2022,North America,Pen Tablet,Wacom Intuos S,Training,184,99199.16,15907.11,115106.27
8/26/2022,APAC,Pen Tablet,Wacom Intuos S,Training,192,36646.42,2768.44,39414.86
8/27/2022,North America,Display Tablet,Wacom One Display,Cloud Services,152,173673.96,7068.16,180742.12
8/28/2022,Japan,Display Tablet,Wacom One Display,Extended Warranty,178,297217.68,43709.25,340926.93
8/29/2022,Europe,Display Tablet,Cintiq 16,Extended Warranty,126,109983.76,14292.79,124276.55
8/30/2022,APAC,Mobile Studio,MobileStudio Pro 16,Support Plan,176,43608.73,5703.27,49312
8/31/2022,APAC,Pen Tablet,Wacom Intuos M,Extended Warranty,162,55219.58,3875.3,59094.88
9/1/2022,Europe,Mobile Studio,MobileStudio Pro 13,Extended Warranty,205,102602.18,16785.03,119387.21
9/2/2022,North America,Display Tablet,Cintiq 16,Training,149,58548.34,8338.91,66887.25
9/3/2022,Europe,Pen Tablet,Wacom Intuos S,Support Plan,229,339632.97,47989.56,387622.53
9/4/2022,North America,Pen Tablet,Wacom Intuos M,Cloud Services,161,182066.68,22800.77,204867.45
9/5/2022,Europe,Accessories,Pro Pen 2,Support Plan,274,332641.59,49672.92,382314.51
9/6/2022,Japan,Accessories,Wacom Stand,Training,157,135053.97,15741.06,150795.03
9/7/2022,Europe,Accessories,Wacom Stand,Cloud Services,158,243707.31,42658.86,286366.17
9/8/2022,Latin America,Pen Tablet,Wacom Intuos S,Support Plan,149,111939.97,8515.97,120455.94
9/9/2022,Latin America,Pen Tablet,One by Wacom,Cloud Services,125,216266.54,31686.82,247953.36
9/10/2022,North America,Display Tablet,Cintiq 16,Extended Warranty,130,154941.09,10247.32,165188.41
9/11/2022,Europe,Pen Tablet,Wacom Intuos M,Training,176,229363.2,30253.65,259616.85
9/12/2022,Japan,Pen Tablet,Wacom Intuos S,Extended Warranty,144,178289.96,13886.2,192176.16
9/13/2022,APAC,Accessories,Pro Pen 2,Support Plan,200,129950.36,13460.92,143411.28
9/14/2022,APAC,Pen Tablet,One by Wacom,Support Plan,143,43138.69,5886.08,49024.77
9/15/2022,North America,Mobile Studio,MobileStudio Pro 16,Training,161,40105.83,1845.43,41951.26
9/16/2022,Japan,Display Tablet,Cintiq Pro 24,Cloud Services,278,49407.94,7350.27,56758.21
9/17/2022,North America,Pen Tablet,Wacom Intuos S,Training,197,353249.98,17278.48,370528.46
9/18/2022,Japan,Display Tablet,Cintiq Pro 24,Extended Warranty,117,152585.95,24441.34,177027.29
9/19/2022,Europe,Display Tablet,Wacom One Display,Support Plan,110,75750.05,4342.77,80092.82
9/20/2022,Japan,Display Tablet,Wacom One Display,Training,189,33621.34,5656.58,39277.92
9/21/2022,APAC,Display Tablet,Wacom One Display,Cloud Services,143,46506.83,6515.11,53021.94
9/22/2022,North America,Pen Tablet,Wacom Intuos S,Extended Warranty,217,87738.16,4450.91,92189.07
9/23/2022,Europe,Accessories,ExpressKey Remote,Cloud Services,153,199284.01,35441.05,234725.06
9/24/2022,Europe,Display Tablet,Cintiq Pro 24,Support Plan,211,149229.05,6060.33,155289.38
9/25/2022,APAC,Pen Tablet,Wacom Intuos S,Cloud Services,185,171199.49,11013.05,182212.54
9/26/2022,Latin America,Pen Tablet,One by Wacom,Support Plan,244,382154.77,22952.92,405107.69
9/27/2022,Europe,Mobile Studio,MobileStudio Pro 13,Support Plan,173,178519.04,24633.68,203152.72
9/28/2022,APAC,Pen Tablet,Wacom Intuos S,Training,207,50063.12,3084.01,53147.13
9/29/2022,Japan,Mobile Studio,MobileStudio Pro 16,Cloud Services,196,324711.26,42509.56,367220.82
9/30/2022,Latin America,Mobile Studio,MobileStudio Pro 16,Training,182,34147.26,1889.31,36036.57
10/1/2022,APAC,Accessories,Pro Pen 2,Training,222,319661.34,39200.02,358861.36
10/2/2022,Latin America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,148,15147.59,1200.94,16348.53
10/3/2022,Latin America,Pen Tablet,One by Wacom,Training,213,295446.64,40587.66,336034.3
10/4/2022,APAC,Pen Tablet,One by Wacom,Cloud Services,143,59362.28,7760.62,67122.9
10/5/2022,North America,Display Tablet,Cintiq 16,Training,286,277844.24,15000.94,292845.18
10/6/2022,North America,Mobile Studio,MobileStudio Pro 13,Support Plan,201,114563.42,10279.62,124843.04
10/7/2022,APAC,Mobile Studio,MobileStudio Pro 13,Cloud Services,144,239177.52,19610.04,258787.56
10/8/2022,Latin America,Pen Tablet,One by Wacom,Extended Warranty,207,302070.91,49273.59,351344.5
10/9/2022,North America,Display Tablet,Cintiq 16,Cloud Services,214,116840.38,12672.11,129512.49
10/10/2022,Europe,Mobile Studio,MobileStudio Pro 13,Cloud Services,120,73325.69,8736.34,82062.03
10/11/2022,North America,Pen Tablet,One by Wacom,Support Plan,140,28483.92,3041.84,31525.76
10/12/2022,North America,Accessories,ExpressKey Remote,Support Plan,147,204780.91,35471.31,240252.22
10/13/2022,Latin America,Display Tablet,Wacom One Display,Cloud Services,127,150324.3,20953.66,171277.96
10/14/2022,Japan,Mobile Studio,MobileStudio Pro 16,Cloud Services,226,225407.15,19235.3,244642.45
10/15/2022,APAC,Accessories,Pro Pen 2,Extended Warranty,199,110264.37,5865.2,116129.57
10/16/2022,Latin America,Pen Tablet,One by Wacom,Extended Warranty,177,142345.96,7490.82,149836.78
10/17/2022,Japan,Pen Tablet,Wacom Intuos S,Training,127,136642.57,14869.34,151511.91
10/18/2022,North America,Pen Tablet,Wacom Intuos S,Cloud Services,183,171069.29,18320.01,189389.3
10/19/2022,North America,Pen Tablet,One by Wacom,Cloud Services,143,74390.78,13384.18,87774.96
10/20/2022,Europe,Pen Tablet,Wacom Intuos M,Support Plan,121,14987.39,1857.64,16845.03
10/21/2022,North America,Display Tablet,Wacom One Display,Cloud Services,160,163074.08,20601.06,183675.14
10/22/2022,Japan,Display Tablet,Wacom One Display,Support Plan,133,33924.56,1763.33,35687.89
10/23/2022,Europe,Accessories,Pro Pen 2,Support Plan,199,258145.02,39286.79,297431.81
10/24/2022,Europe,Mobile Studio,MobileStudio Pro 16,Cloud Services,187,287959.05,31936.46,319895.51
10/25/2022,North America,Mobile Studio,MobileStudio Pro 13,Cloud Services,165,20635.98,1526.53,22162.51
10/26/2022,North America,Display Tablet,Cintiq 16,Training,166,265430.39,21480.58,286910.97
10/27/2022,North America,Accessories,ExpressKey Remote,Training,160,56171.94,3060.89,59232.83
10/28/2022,Japan,Mobile Studio,MobileStudio Pro 16,Extended Warranty,147,160840.75,23858.95,184699.7
10/29/2022,Latin America,Display Tablet,Cintiq 16,Support Plan,103,15100.1,1299.4,16399.5
10/30/2022,Europe,Pen Tablet,Wacom Intuos S,Training,164,148690.23,20060.1,168750.33
10/31/2022,Latin America,Pen Tablet,Wacom Intuos M,Training,150,162968.14,20126.65,183094.79
11/1/2022,APAC,Pen Tablet,One by Wacom,Training,138,164709.43,9702.56,174411.99
11/2/2022,North America,Display Tablet,Cintiq 16,Cloud Services,156,241937.59,15204.55,257142.14
11/3/2022,APAC,Display Tablet,Cintiq 16,Training,186,307733.79,31908.77,339642.56
11/4/2022,North America,Display Tablet,Cintiq Pro 24,Training,303,504952.55,59562.45,564515
11/5/2022,Japan,Mobile Studio,MobileStudio Pro 13,Extended Warranty,162,276143.75,28028.06,304171.81
11/6/2022,Latin America,Pen Tablet,One by Wacom,Support Plan,223,391469.49,17212.18,408681.67
11/7/2022,Latin America,Pen Tablet,Wacom Intuos M,Cloud Services,210,56593.42,7746.17,64339.59
11/8/2022,Latin America,Display Tablet,Cintiq 16,Support Plan,216,211742.43,35362.6,247105.03
11/9/2022,Latin America,Pen Tablet,Wacom Intuos M,Cloud Services,169,86687.25,9608.12,96295.37
11/10/2022,APAC,Mobile Studio,MobileStudio Pro 13,Extended Warranty,182,174577.58,8312.25,182889.83
11/11/2022,APAC,Display Tablet,Wacom One Display,Support Plan,114,163393.14,7846.53,171239.67
11/12/2022,Europe,Pen Tablet,Wacom Intuos M,Cloud Services,121,146831.93,14149.58,160981.51
11/13/2022,Europe,Display Tablet,Wacom One Display,Extended Warranty,143,227509.01,38540.16,266049.17
11/14/2022,APAC,Display Tablet,Cintiq Pro 24,Extended Warranty,166,294405.1,21993.9,316399
11/15/2022,North America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,139,88184.75,3614.86,91799.61
11/16/2022,Europe,Mobile Studio,MobileStudio Pro 16,Training,142,21235.09,1932.62,23167.71
11/17/2022,North America,Pen Tablet,Wacom Intuos M,Training,192,265202.07,22789.9,287991.97
11/18/2022,North America,Accessories,Wacom Stand,Extended Warranty,156,12746.3,572.47,13318.77
11/19/2022,APAC,Pen Tablet,Wacom Intuos M,Cloud Services,141,230106.57,9862.83,239969.4
11/20/2022,Europe,Pen Tablet,Wacom Intuos M,Training,153,14007.33,1125.46,15132.79
11/21/2022,North America,Mobile Studio,MobileStudio Pro 16,Cloud Services,118,70582.96,5890.2,76473.16
11/22/2022,Latin America,Accessories,Wacom Stand,Training,138,142141.7,13834.7,155976.4
11/23/2022,APAC,Display Tablet,Cintiq 16,Training,105,172574.61,29423.18,201997.79
11/24/2022,Europe,Display Tablet,Cintiq 16,Training,222,337865.48,40144.34,378009.82
11/25/2022,North America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,165,224952.7,15569.05,240521.75
11/26/2022,Europe,Mobile Studio,MobileStudio Pro 13,Extended Warranty,178,276301.48,34649.15,310950.63
11/27/2022,Japan,Display Tablet,Wacom One Display,Cloud Services,135,186877.15,17732.01,204609.16
11/28/2022,Latin America,Display Tablet,Cintiq Pro 24,Training,229,18572.99,2419.73,20992.72
11/29/2022,North America,Accessories,Wacom Stand,Extended Warranty,292,430142.49,58237.93,488380.42
11/30/2022,Japan,Display Tablet,Wacom One Display,Cloud Services,211,375422.8,66065.62,441488.42
12/1/2022,Latin America,Display Tablet,Cintiq Pro 24,Cloud Services,128,48145.09,5588.16,53733.25
12/2/2022,Japan,Accessories,Wacom Stand,Extended Warranty,257,69032.29,6442.9,75475.19
12/3/2022,Latin America,Accessories,ExpressKey Remote,Training,224,77071.38,12120.74,89192.12
12/4/2022,Japan,Accessories,ExpressKey Remote,Support Plan,178,159199.23,10031.62,169230.85
12/5/2022,Europe,Mobile Studio,MobileStudio Pro 16,Cloud Services,238,261453.55,16111.36,277564.91
12/6/2022,Europe,Pen Tablet,One by Wacom,Cloud Services,210,336783,24091.67,360874.67
12/7/2022,APAC,Pen Tablet,One by Wacom,Training,199,357394.95,20022.1,377417.05
12/8/2022,Japan,Pen Tablet,Wacom Intuos M,Cloud Services,217,145768.43,16426.89,162195.32
12/9/2022,North America,Display Tablet,Wacom One Display,Cloud Services,127,212400.97,27012.47,239413.44
12/10/2022,Japan,Display Tablet,Cintiq 16,Extended Warranty,180,294435.17,19380.44,313815.61
12/11/2022,Europe,Display Tablet,Cintiq Pro 24,Cloud Services,214,194868.71,30634.96,225503.67
12/12/2022,North America,Pen Tablet,One by Wacom,Cloud Services,170,103381.98,10586.58,113968.56
12/13/2022,Japan,Display Tablet,Wacom One Display,Training,237,123591.36,17839.1,141430.46
12/14/2022,North America,Pen Tablet,One by Wacom,Cloud Services,203,156497.14,22089.09,178586.23
12/15/2022,Latin America,Display Tablet,Cintiq Pro 24,Cloud Services,186,169789.59,25317.34,195106.93
12/16/2022,Japan,Display Tablet,Wacom One Display,Cloud Services,138,202349.92,10552.97,212902.89
12/17/2022,Japan,Display Tablet,Wacom One Display,Cloud Services,194,161777.39,12967.59,174744.98
12/18/2022,North America,Display Tablet,Wacom One Display,Extended Warranty,206,347964.38,14113.59,362077.97
12/19/2022,Europe,Mobile Studio,MobileStudio Pro 13,Support Plan,143,66972.46,8830.1,75802.56
12/20/2022,Japan,Display Tablet,Wacom One Display,Extended Warranty,175,195369.59,26811.47,222181.06
12/21/2022,Europe,Display Tablet,Cintiq 16,Support Plan,198,344236.1,43736.43,387972.53
12/22/2022,APAC,Pen Tablet,One by Wacom,Training,147,180769.27,21419.6,202188.87
12/23/2022,Europe,Accessories,Wacom Stand,Extended Warranty,169,68681.8,3770.25,72452.05
12/24/2022,Japan,Accessories,Wacom Stand,Extended Warranty,202,220809.39,10743.19,231552.58
12/25/2022,North America,Mobile Studio,MobileStudio Pro 16,Support Plan,217,216811.41,17067.41,233878.82
12/26/2022,North America,Mobile Studio,MobileStudio Pro 13,Cloud Services,146,24689.3,3600.26,28289.56
12/27/2022,Europe,Display Tablet,Cintiq 16,Training,235,366079.94,29881.69,395961.63
12/28/2022,Latin America,Accessories,Pro Pen 2,Training,214,134042.53,6918.08,140960.61
12/29/2022,Latin America,Mobile Studio,MobileStudio Pro 13,Training,178,31780.14,2217.44,33997.58
12/30/2022,Japan,Accessories,Wacom Stand,Cloud Services,202,99710.13,9848.72,109558.85
12/31/2022,Europe,Display Tablet,Wacom One Display,Support Plan,177,189463.13,17125.68,206588.81
1/1/2023,APAC,Accessories,ExpressKey Remote,Training,148,213113.87,34729.9,247843.77
1/2/2023,Latin America,Display Tablet,Wacom One Display,Extended Warranty,197,33831.91,4848.11,38680.02
1/3/2023,Latin America,Pen Tablet,One by Wacom,Training,109,43304.73,2305.45,45610.18
1/4/2023,Europe,Mobile Studio,MobileStudio Pro 13,Cloud Services,238,175174.09,7961.23,183135.32
1/5/2023,APAC,Pen Tablet,Wacom Intuos S,Support Plan,211,289777.88,28775.51,318553.39
1/6/2023,Japan,Display Tablet,Wacom One Display,Support Plan,161,131962.96,21598.16,153561.12
1/7/2023,Japan,Pen Tablet,One by Wacom,Extended Warranty,227,41910.41,2574.73,44485.14
1/8/2023,Europe,Mobile Studio,MobileStudio Pro 13,Extended Warranty,154,206793.59,33389.66,240183.25
1/9/2023,Latin America,Pen Tablet,Wacom Intuos M,Cloud Services,181,279780.43,43794.39,323574.82
1/10/2023,Japan,Display Tablet,Cintiq Pro 24,Cloud Services,227,203699.97,26350.67,230050.64
1/11/2023,APAC,Mobile Studio,MobileStudio Pro 16,Cloud Services,169,251798.18,38250.57,290048.75
1/12/2023,APAC,Accessories,Wacom Stand,Support Plan,246,339947.78,58157.92,398105.7
1/13/2023,Japan,Pen Tablet,Wacom Intuos M,Extended Warranty,236,86786.86,15317.43,102104.29
1/14/2023,Japan,Pen Tablet,One by Wacom,Extended Warranty,190,159389.23,11088.25,170477.48
1/15/2023,North America,Display Tablet,Wacom One Display,Cloud Services,170,39956.05,5609.14,45565.19
1/16/2023,Latin America,Pen Tablet,One by Wacom,Cloud Services,196,83195.3,4316.19,87511.49
1/17/2023,APAC,Mobile Studio,MobileStudio Pro 16,Training,180,158240.96,13946.45,172187.41
1/18/2023,Europe,Display Tablet,Wacom One Display,Training,201,73150.97,13046.09,86197.06
1/19/2023,Japan,Display Tablet,Wacom One Display,Support Plan,138,24905.24,3750.83,28656.07
1/20/2023,Europe,Accessories,ExpressKey Remote,Training,202,235271.83,40368.43,275640.26
1/21/2023,Japan,Display Tablet,Cintiq Pro 24,Extended Warranty,131,189029.22,20563.07,209592.29
1/22/2023,APAC,Display Tablet,Cintiq Pro 24,Support Plan,176,305246.09,15841.19,321087.28
1/23/2023,Europe,Display Tablet,Cintiq Pro 24,Cloud Services,152,149366.64,25377.41,174744.05
1/24/2023,Japan,Pen Tablet,Wacom Intuos M,Support Plan,144,184436.46,13098.34,197534.8
1/25/2023,North America,Mobile Studio,MobileStudio Pro 13,Support Plan,172,180119.56,23673.58,203793.14
1/26/2023,Japan,Mobile Studio,MobileStudio Pro 16,Cloud Services,206,113383.23,4782.65,118165.88
1/27/2023,North America,Display Tablet,Wacom One Display,Training,210,24076.18,1493.75,25569.93
1/28/2023,APAC,Display Tablet,Cintiq 16,Extended Warranty,207,300739.84,35934.16,336674
1/29/2023,Latin America,Accessories,Pro Pen 2,Extended Warranty,189,155192.06,14686.79,169878.85
1/30/2023,North America,Accessories,ExpressKey Remote,Training,208,317496.29,46860.03,364356.32
1/31/2023,North America,Display Tablet,Cintiq 16,Extended Warranty,160,211751.44,24626.19,236377.63
2/1/2023,North America,Display Tablet,Wacom One Display,Training,149,171931.56,18332.67,190264.23
2/2/2023,APAC,Display Tablet,Cintiq 16,Training,113,65464.51,6649.85,72114.36
2/3/2023,Latin America,Mobile Studio,MobileStudio Pro 16,Support Plan,154,87275.62,11830.94,99106.56
2/4/2023,Japan,Accessories,ExpressKey Remote,Extended Warranty,172,230409.29,31972.26,262381.55
2/5/2023,North America,Mobile Studio,MobileStudio Pro 13,Training,210,117104.49,10696.8,127801.29
2/6/2023,Japan,Accessories,ExpressKey Remote,Extended Warranty,216,316090.51,32005.77,348096.28
2/7/2023,Japan,Mobile Studio,MobileStudio Pro 16,Support Plan,126,16195.74,2180.39,18376.13
2/8/2023,Europe,Pen Tablet,Wacom Intuos S,Cloud Services,143,150113.7,11413.78,161527.48
2/9/2023,APAC,Pen Tablet,Wacom Intuos S,Training,105,45186.3,2512.95,47699.25
2/10/2023,Japan,Accessories,Pro Pen 2,Cloud Services,166,13830.97,2398.43,16229.4
2/11/2023,Latin America,Pen Tablet,One by Wacom,Training,241,398399.68,55697.9,454097.58
2/12/2023,Europe,Accessories,ExpressKey Remote,Cloud Services,204,362600.74,57622.63,420223.37
2/13/2023,Japan,Accessories,Wacom Stand,Training,167,203890.68,22880.68,226771.36
2/14/2023,Latin America,Mobile Studio,MobileStudio Pro 16,Cloud Services,74,45512.2,4369.6,49881.8
2/15/2023,Japan,Accessories,Pro Pen 2,Support Plan,190,280003.21,38831.49,318834.7
2/16/2023,North America,Pen Tablet,Wacom Intuos S,Training,163,240946.14,39364.01,280310.15
2/17/2023,APAC,Mobile Studio,MobileStudio Pro 16,Cloud Services,167,149664.02,24119.92,173783.94
2/18/2023,Japan,Display Tablet,Cintiq 16,Training,166,161379.72,18765.07,180144.79
2/19/2023,APAC,Display Tablet,Cintiq 16,Training,134,210509.76,18617.51,229127.27
2/20/2023,North America,Display Tablet,Cintiq Pro 24,Support Plan,237,237705.78,37084.64,274790.42
2/21/2023,North America,Pen Tablet,One by Wacom,Cloud Services,173,188242.71,20974.62,209217.33
2/22/2023,APAC,Mobile Studio,MobileStudio Pro 13,Training,183,122504.53,16032.69,138537.22
2/23/2023,APAC,Display Tablet,Cintiq 16,Support Plan,147,58701.69,3916.81,62618.5
2/24/2023,Latin America,Display Tablet,Cintiq 16,Support Plan,183,80664.27,4255.72,84919.99
2/25/2023,Latin America,Accessories,Wacom Stand,Training,195,337257.45,58079.68,395337.13
2/26/2023,North America,Accessories,Wacom Stand,Support Plan,111,197714.76,34119.29,231834.05
2/27/2023,North America,Mobile Studio,MobileStudio Pro 13,Training,202,61232.73,8405.52,69638.25
2/28/2023,Latin America,Accessories,Pro Pen 2,Training,128,119872.54,7449.3,127321.84
3/1/2023,North America,Pen Tablet,Wacom Intuos S,Support Plan,127,41829.98,4729.47,46559.45
3/2/2023,Japan,Mobile Studio,MobileStudio Pro 13,Support Plan,229,39894.43,2374.34,42268.77
3/3/2023,Latin America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,169,141715.29,17200.63,158915.92
3/4/2023,North America,Pen Tablet,One by Wacom,Training,137,62831.69,6619.03,69450.72
3/5/2023,Japan,Pen Tablet,Wacom Intuos M,Cloud Services,154,124387.12,6380.47,130767.59
3/6/2023,North America,Accessories,Pro Pen 2,Support Plan,170,41446.31,4287.49,45733.8
3/7/2023,North America,Mobile Studio,MobileStudio Pro 13,Support Plan,138,95804.96,15258.04,111063
3/8/2023,Europe,Display Tablet,Wacom One Display,Extended Warranty,127,118353.47,7260.43,125613.9
3/9/2023,Europe,Display Tablet,Wacom One Display,Extended Warranty,188,70776.67,12043.89,82820.56
3/10/2023,Japan,Mobile Studio,MobileStudio Pro 13,Extended Warranty,206,105275.74,10884.25,116159.99
3/11/2023,Europe,Accessories,Pro Pen 2,Extended Warranty,122,50339.98,4232.74,54572.72
3/12/2023,APAC,Display Tablet,Cintiq Pro 24,Cloud Services,223,267906.68,35580.42,303487.1
3/13/2023,APAC,Mobile Studio,MobileStudio Pro 13,Cloud Services,182,125708,16298.36,142006.36
3/14/2023,Latin America,Pen Tablet,Wacom Intuos S,Support Plan,187,115737.99,18351.04,134089.03
3/15/2023,North America,Mobile Studio,MobileStudio Pro 13,Cloud Services,101,138978.12,8191.3,147169.42
3/16/2023,APAC,Mobile Studio,MobileStudio Pro 16,Training,177,87679.1,6761.01,94440.11
3/17/2023,North America,Display Tablet,Cintiq 16,Extended Warranty,149,183380.91,21382.82,204763.73
3/18/2023,APAC,Display Tablet,Cintiq 16,Cloud Services,233,136077.78,23606.61,159684.39
3/19/2023,Japan,Pen Tablet,Wacom Intuos S,Cloud Services,140,180640.87,11311.21,191952.08
3/20/2023,Europe,Display Tablet,Cintiq 16,Support Plan,188,106006.07,14557.82,120563.89
3/21/2023,Latin America,Accessories,Wacom Stand,Support Plan,192,229064.51,22620.62,251685.13
3/22/2023,North America,Accessories,Pro Pen 2,Support Plan,169,202232.08,24340.21,226572.29
3/23/2023,Latin America,Pen Tablet,One by Wacom,Training,135,74469.8,10582.01,85051.81
3/24/2023,Japan,Pen Tablet,One by Wacom,Extended Warranty,138,139042.55,17572.64,156615.19
3/25/2023,APAC,Pen Tablet,One by Wacom,Support Plan,220,307005.22,48208.71,355213.93
3/26/2023,North America,Display Tablet,Wacom One Display,Support Plan,215,235780.5,29956.26,265736.76
3/27/2023,Japan,Display Tablet,Cintiq Pro 24,Cloud Services,167,202581.93,23977.84,226559.77
3/28/2023,Europe,Display Tablet,Wacom One Display,Cloud Services,190,247881.94,35175.02,283056.96
3/29/2023,Japan,Mobile Studio,MobileStudio Pro 16,Extended Warranty,240,360891.35,53380.68,414272.03
3/30/2023,Europe,Mobile Studio,MobileStudio Pro 16,Cloud Services,194,212226.47,34195.14,246421.61
3/31/2023,Japan,Accessories,Pro Pen 2,Training,154,223750.35,36736.55,260486.9
4/1/2023,Japan,Display Tablet,Cintiq 16,Cloud Services,161,156537.95,16764.94,173302.89
4/2/2023,Japan,Mobile Studio,MobileStudio Pro 16,Cloud Services,267,309219.09,30872.46,340091.55
