Date,Region,Product_Category,Product_Name,Service_Type,Units_Sold,Product_Revenue_USD,Service_Revenue_USD,Total_Revenue_USD,Revenue_Outlier_Flag,Year,Month,Day_Of_Week,Revenue_per_Unit,Next_Month_Revenue
2023-06-08,North America,Accessories,Pro Pen 2,Cloud Services,172,205434.71,9382.17,214816.88,0,2023,6,3,1248.94,5471691.92
2023-06-09,North America,Accessories,ExpressKey Remote,Extended Warranty,134,65536.3,10222.98,75759.28,0,2023,6,4,565.37,5471691.92
2023-06-10,Japan,Display Tablet,Cintiq Pro 24,Training,174,250474.88,18487.17,268962.05,0,2023,6,5,1545.76,5471691.92
2023-06-11,APAC,Display Tablet,Cintiq Pro 24,Training,198,54016.51,4341.53,58358.04,0,2023,6,6,294.74,5471691.92
2023-06-12,Latin America,Accessories,ExpressKey Remote,Extended Warranty,204,365841.13,20124.74,385965.87,0,2023,6,0,1891.99,5471691.92
2023-06-13,North America,Pen Tablet,One by Wacom,Training,136,126415.37,20209.68,146625.05,0,2023,6,1,1078.13,5471691.92
2023-06-14,Japan,Pen Tablet,Wacom Intuos M,Support Plan,161,184037.01,19223.66,203260.67,0,2023,6,2,1262.49,5471691.92
2023-06-15,Japan,Pen Tablet,One by Wacom,Training,152,61236.45,8933.36,70169.81,0,2023,6,3,461.64,5471691.92
2023-06-16,APAC,Pen Tablet,One by Wacom,Extended Warranty,189,300353.99,17144.83,317498.82,0,2023,6,4,1679.89,5471691.92
2023-06-17,Europe,Mobile Studio,MobileStudio Pro 13,Training,209,124039.97,18214.8,142254.77,0,2023,6,5,680.64,5471691.92
2023-06-18,APAC,Accessories,Pro Pen 2,Support Plan,192,270760.78,43072.27,313833.05,0,2023,6,6,1634.55,5471691.92
2023-06-19,North America,Display Tablet,Cintiq Pro 24,Extended Warranty,123,153994.77,11212.56,165207.33,0,2023,6,0,1343.15,5471691.92
2023-06-20,APAC,Accessories,ExpressKey Remote,Cloud Services,124,149399.39,16046.58,165445.97,0,2023,6,1,1334.24,5471691.92
2023-06-21,North America,Mobile Studio,MobileStudio Pro 16,Support Plan,201,315365.32,18858.97,334224.29,0,2023,6,2,1662.81,5471691.92
2023-06-22,Latin America,Pen Tablet,Wacom Intuos S,Support Plan,163,290500.66,31689.56,322190.22,0,2023,6,3,1976.63,5471691.92
2023-06-23,Japan,Pen Tablet,Wacom Intuos S,Training,93,47790.04,6767.03,54557.07,0,2023,6,4,586.64,5471691.92
2023-06-24,Europe,Display Tablet,Wacom One Display,Support Plan,196,16229.79,2184.61,18414.4,0,2023,6,5,93.95,5471691.92
2023-06-25,North America,Display Tablet,Wacom One Display,Extended Warranty,170,225328.96,9785.51,235114.47,0,2023,6,6,1383.03,5471691.92
2023-06-26,APAC,Display Tablet,Cintiq Pro 24,Cloud Services,155,85512.0,13159.76,98671.76,0,2023,6,0,636.59,5471691.92
2023-06-27,Japan,Pen Tablet,One by Wacom,Extended Warranty,177,25473.19,2993.78,28466.97,0,2023,6,1,160.83,5471691.92
2023-06-28,Japan,Accessories,ExpressKey Remote,Training,179,64427.38,5862.07,70289.45,0,2023,6,2,392.68,5471691.92
2023-06-29,Latin America,Display Tablet,Cintiq Pro 24,Support Plan,149,32183.85,3491.69,35675.54,0,2023,6,3,239.43,5471691.92
2023-06-30,APAC,Mobile Studio,MobileStudio Pro 13,Extended Warranty,190,292933.77,51959.63,344893.4,0,2023,6,4,1815.23,5471691.92
2023-07-01,Japan,Mobile Studio,MobileStudio Pro 16,Cloud Services,178,293683.53,38215.91,331899.44,0,2023,7,5,1864.6,5759580.35
2023-07-02,Latin America,Pen Tablet,Wacom Intuos M,Support Plan,247,329816.27,22553.18,352369.45,0,2023,7,6,1426.6,5759580.35
2023-07-03,North America,Display Tablet,Wacom One Display,Cloud Services,143,56159.33,4852.44,61011.77,0,2023,7,0,426.66,5759580.35
2023-07-04,Japan,Pen Tablet,Wacom Intuos S,Extended Warranty,160,284309.59,37312.17,321621.76,0,2023,7,1,2010.14,5759580.35
2023-07-05,APAC,Display Tablet,Cintiq Pro 24,Training,223,101378.73,5565.01,106943.74,0,2023,7,2,479.57,5759580.35
2023-07-06,North America,Pen Tablet,Wacom Intuos M,Cloud Services,209,259430.37,27339.44,286769.81,0,2023,7,3,1372.1,5759580.35
2023-07-07,Japan,Accessories,Pro Pen 2,Training,173,177295.09,18176.92,195472.01,0,2023,7,4,1129.9,5759580.35
2023-07-08,Europe,Mobile Studio,MobileStudio Pro 16,Support Plan,212,249815.89,41455.47,291271.36,0,2023,7,5,1373.92,5759580.35
2023-07-09,APAC,Mobile Studio,MobileStudio Pro 13,Extended Warranty,211,136977.77,9221.35,146199.12,0,2023,7,6,692.89,5759580.35
2023-07-10,Europe,Pen Tablet,One by Wacom,Training,221,141585.28,11040.59,152625.87,0,2023,7,0,690.61,5759580.35
2023-07-11,Latin America,Mobile Studio,MobileStudio Pro 16,Support Plan,237,300130.49,19394.12,319524.61,0,2023,7,1,1348.21,5759580.35
2023-07-12,Japan,Accessories,Pro Pen 2,Support Plan,179,160183.62,7281.02,167464.64,0,2023,7,2,935.56,5759580.35
2023-07-13,Japan,Display Tablet,Wacom One Display,Cloud Services,207,93135.59,7767.54,100903.13,0,2023,7,3,487.45,5759580.35
2023-07-14,Europe,Accessories,ExpressKey Remote,Cloud Services,202,60021.32,3446.59,63467.91,0,2023,7,4,314.2,5759580.35
2023-07-15,APAC,Mobile Studio,MobileStudio Pro 13,Cloud Services,185,48963.81,5895.32,54859.13,0,2023,7,5,296.54,5759580.35
2023-07-16,Europe,Display Tablet,Wacom One Display,Extended Warranty,194,167267.42,8636.28,175903.7,0,2023,7,6,906.72,5759580.35
2023-07-17,North America,Display Tablet,Cintiq 16,Training,211,140397.81,22812.62,163210.43,0,2023,7,0,773.51,5759580.35
2023-07-18,APAC,Mobile Studio,MobileStudio Pro 13,Support Plan,150,21008.27,1667.52,22675.79,0,2023,7,1,151.17,5759580.35
2023-07-19,APAC,Pen Tablet,Wacom Intuos S,Support Plan,57,17539.05,891.99,18431.04,0,2023,7,2,323.35,5759580.35
2023-07-20,APAC,Accessories,Wacom Stand,Cloud Services,197,273302.72,39137.29,312440.01,0,2023,7,3,1585.99,5759580.35
2023-07-21,Europe,Accessories,Wacom Stand,Training,192,164985.84,26384.62,191370.46,0,2023,7,4,996.72,5759580.35
2023-07-22,North America,Accessories,Wacom Stand,Training,82,109098.3,17415.77,126514.07,0,2023,7,5,1542.85,5759580.35
2023-07-23,Europe,Display Tablet,Cintiq 16,Extended Warranty,185,167056.61,18958.83,186015.44,0,2023,7,6,1005.49,5759580.35
2023-07-24,Japan,Accessories,Wacom Stand,Cloud Services,240,160507.63,14815.29,175322.92,0,2023,7,0,730.51,5759580.35
2023-07-25,Latin America,Display Tablet,Wacom One Display,Training,241,196650.73,12473.56,209124.29,0,2023,7,1,867.74,5759580.35
2023-07-26,Japan,Pen Tablet,Wacom Intuos S,Cloud Services,210,237816.34,39516.85,277333.19,0,2023,7,2,1320.63,5759580.35
2023-07-27,North America,Display Tablet,Cintiq 16,Support Plan,255,279335.93,30985.49,310321.42,0,2023,7,3,1216.95,5759580.35
2023-07-28,Japan,Display Tablet,Wacom One Display,Training,175,94467.15,11878.52,106345.67,0,2023,7,4,607.69,5759580.35
2023-07-29,APAC,Accessories,Pro Pen 2,Training,162,85207.12,10627.44,95834.56,0,2023,7,5,591.57,5759580.35
2023-07-30,North America,Accessories,ExpressKey Remote,Training,157,105254.39,7697.74,112952.13,0,2023,7,6,719.44,5759580.35
2023-07-31,Europe,Accessories,Wacom Stand,Extended Warranty,203,33535.62,1957.43,35493.05,0,2023,7,0,174.84,5759580.35
2023-08-01,Japan,Display Tablet,Cintiq 16,Support Plan,253,359289.92,28753.79,388043.71,0,2023,8,1,1533.77,5868744.73
2023-08-02,Europe,Mobile Studio,MobileStudio Pro 13,Support Plan,138,157521.64,25462.42,182984.06,0,2023,8,2,1325.97,5868744.73
2023-08-03,Latin America,Accessories,Pro Pen 2,Support Plan,192,135603.15,14584.83,150187.98,0,2023,8,3,782.23,5868744.73
2023-08-04,Europe,Accessories,Wacom Stand,Extended Warranty,155,276184.68,13569.01,289753.69,0,2023,8,4,1869.38,5868744.73
2023-08-05,Europe,Accessories,Wacom Stand,Extended Warranty,178,296508.6,32919.97,329428.57,0,2023,8,5,1850.72,5868744.73
2023-08-06,APAC,Pen Tablet,Wacom Intuos S,Training,170,180164.22,12613.0,192777.22,0,2023,8,6,1133.98,5868744.73
2023-08-07,North America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,185,16200.37,1660.88,17861.25,0,2023,8,0,96.55,5868744.73
2023-08-08,APAC,Accessories,Pro Pen 2,Support Plan,142,31368.11,2465.32,33833.43,0,2023,8,1,238.26,5868744.73
2023-08-09,Japan,Accessories,ExpressKey Remote,Training,280,463691.06,56544.06,520235.12,0,2023,8,2,1857.98,5868744.73
2023-08-10,Latin America,Display Tablet,Cintiq Pro 24,Cloud Services,148,202657.22,11988.48,214645.7,0,2023,8,3,1450.31,5868744.73
2023-08-11,Japan,Pen Tablet,Wacom Intuos M,Training,186,102611.6,17829.13,120440.73,0,2023,8,4,647.53,5868744.73
2023-08-12,Europe,Mobile Studio,MobileStudio Pro 13,Support Plan,142,128403.05,20283.94,148686.99,0,2023,8,5,1047.09,5868744.73
2023-08-13,Japan,Mobile Studio,MobileStudio Pro 16,Training,155,24680.9,2585.77,27266.67,0,2023,8,6,175.91,5868744.73
2023-08-14,Latin America,Display Tablet,Cintiq Pro 24,Extended Warranty,172,189696.84,19173.52,208870.36,0,2023,8,0,1214.36,5868744.73
2023-08-15,North America,Display Tablet,Cintiq 16,Extended Warranty,150,142988.88,24549.12,167538.0,0,2023,8,1,1116.92,5868744.73
2023-08-16,North America,Mobile Studio,MobileStudio Pro 13,Support Plan,223,209852.77,24275.78,234128.55,0,2023,8,2,1049.9,5868744.73
2023-08-17,Europe,Accessories,ExpressKey Remote,Extended Warranty,190,232490.52,32214.94,264705.46,0,2023,8,3,1393.19,5868744.73
2023-08-18,Europe,Accessories,ExpressKey Remote,Training,147,116432.57,17482.85,133915.42,0,2023,8,4,910.99,5868744.73
2023-08-19,North America,Accessories,Wacom Stand,Extended Warranty,144,180509.52,25924.86,206434.38,0,2023,8,5,1433.57,5868744.73
2023-08-20,APAC,Pen Tablet,One by Wacom,Cloud Services,191,18812.81,1076.39,19889.2,0,2023,8,6,104.13,5868744.73
2023-08-21,North America,Accessories,Pro Pen 2,Cloud Services,165,91225.61,9128.99,100354.6,0,2023,8,0,608.21,5868744.73
2023-08-22,North America,Display Tablet,Cintiq 16,Training,192,231969.52,13715.11,245684.63,0,2023,8,1,1279.61,5868744.73
2023-08-23,North America,Mobile Studio,MobileStudio Pro 16,Support Plan,90,131904.73,7590.54,139495.27,0,2023,8,2,1549.95,5868744.73
2023-08-24,North America,Accessories,Pro Pen 2,Cloud Services,212,246769.07,10674.36,257443.43,0,2023,8,3,1214.36,5868744.73
2023-08-25,Latin America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,176,96250.14,14295.72,110545.86,0,2023,8,4,628.1,5868744.73
2023-08-26,Latin America,Accessories,ExpressKey Remote,Support Plan,137,67010.28,6831.96,73842.24,0,2023,8,5,538.99,5868744.73
2023-08-27,Europe,Accessories,ExpressKey Remote,Training,122,155783.2,18978.44,174761.64,0,2023,8,6,1432.47,5868744.73
2023-08-28,Europe,Mobile Studio,MobileStudio Pro 16,Extended Warranty,140,175047.8,16498.27,191546.07,0,2023,8,0,1368.19,5868744.73
2023-08-29,Japan,Accessories,ExpressKey Remote,Support Plan,244,272446.2,23877.75,296323.95,0,2023,8,1,1214.44,5868744.73
2023-08-30,North America,Mobile Studio,MobileStudio Pro 16,Cloud Services,120,153055.92,14561.26,167617.18,0,2023,8,2,1396.81,5868744.73
2023-08-31,Europe,Mobile Studio,MobileStudio Pro 16,Support Plan,166,139510.19,10828.8,150338.99,0,2023,8,3,905.66,5868744.73
2023-09-01,Europe,Mobile Studio,MobileStudio Pro 16,Training,127,120772.35,19858.63,140630.98,0,2023,9,4,1107.33,5394337.36
2023-09-02,APAC,Mobile Studio,MobileStudio Pro 16,Training,145,56463.68,9202.09,65665.77,0,2023,9,5,452.87,5394337.36
2023-09-03,Latin America,Pen Tablet,Wacom Intuos M,Extended Warranty,180,52075.31,7058.73,59134.04,0,2023,9,6,328.52,5394337.36
2023-09-04,APAC,Display Tablet,Wacom One Display,Support Plan,209,155980.01,26791.8,182771.81,0,2023,9,0,874.51,5394337.36
2023-09-05,North America,Accessories,Pro Pen 2,Cloud Services,213,354237.92,34399.85,388637.77,0,2023,9,1,1824.59,5394337.36
2023-09-06,APAC,Accessories,ExpressKey Remote,Support Plan,201,320236.32,34077.47,354313.79,0,2023,9,2,1762.76,5394337.36
2023-09-07,Latin America,Pen Tablet,Wacom Intuos S,Support Plan,259,339980.09,27244.94,367225.03,0,2023,9,3,1417.86,5394337.36
2023-09-08,Latin America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,164,83896.59,10767.62,94664.21,0,2023,9,4,577.22,5394337.36
2023-09-09,APAC,Mobile Studio,MobileStudio Pro 13,Training,255,297449.75,19721.07,317170.82,0,2023,9,5,1243.81,5394337.36
2023-09-10,Europe,Display Tablet,Cintiq Pro 24,Support Plan,153,271142.2,31021.56,302163.76,0,2023,9,6,1974.93,5394337.36
2023-09-11,North America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,161,194427.13,26589.56,221016.69,0,2023,9,0,1372.77,5394337.36
2023-09-12,Europe,Mobile Studio,MobileStudio Pro 13,Extended Warranty,102,180203.53,12954.87,193158.4,0,2023,9,1,1893.71,5394337.36
2023-09-13,Japan,Accessories,Pro Pen 2,Cloud Services,99,69374.53,9715.88,79090.41,0,2023,9,2,798.89,5394337.36
2023-09-14,APAC,Pen Tablet,One by Wacom,Support Plan,139,69383.02,5064.41,74447.43,0,2023,9,3,535.59,5394337.36
2023-09-15,North America,Display Tablet,Wacom One Display,Training,216,28855.01,3663.8,32518.81,0,2023,9,4,150.55,5394337.36
2023-09-16,Latin America,Mobile Studio,MobileStudio Pro 16,Support Plan,171,270389.56,32853.25,303242.81,0,2023,9,5,1773.35,5394337.36
2023-09-17,North America,Display Tablet,Cintiq 16,Training,121,178648.78,30005.97,208654.75,0,2023,9,6,1724.42,5394337.36
2023-09-18,APAC,Pen Tablet,Wacom Intuos M,Support Plan,203,72323.05,6003.4,78326.45,0,2023,9,0,385.84,5394337.36
2023-09-19,APAC,Pen Tablet,One by Wacom,Extended Warranty,144,239236.23,13022.57,252258.8,0,2023,9,1,1751.8,5394337.36
2023-09-20,Europe,Display Tablet,Wacom One Display,Cloud Services,187,129257.95,15946.55,145204.5,0,2023,9,2,776.49,5394337.36
2023-09-21,Latin America,Display Tablet,Wacom One Display,Support Plan,217,149183.83,18816.89,168000.72,0,2023,9,3,774.2,5394337.36
2023-09-22,Japan,Display Tablet,Wacom One Display,Extended Warranty,190,69656.69,3213.97,72870.66,0,2023,9,4,383.53,5394337.36
2023-09-23,APAC,Mobile Studio,MobileStudio Pro 13,Cloud Services,189,243287.71,23452.33,266740.04,0,2023,9,5,1411.32,5394337.36
2023-09-24,APAC,Pen Tablet,One by Wacom,Extended Warranty,121,160822.72,10867.64,171690.36,0,2023,9,6,1418.93,5394337.36
2023-09-25,Latin America,Pen Tablet,One by Wacom,Extended Warranty,204,227146.03,22996.77,250142.8,0,2023,9,0,1226.19,5394337.36
2023-09-26,Europe,Mobile Studio,MobileStudio Pro 16,Cloud Services,182,211623.87,27278.55,238902.42,0,2023,9,1,1312.65,5394337.36
2023-09-27,APAC,Display Tablet,Cintiq 16,Training,211,231729.69,10097.5,241827.19,0,2023,9,2,1146.1,5394337.36
2023-09-28,Latin America,Pen Tablet,One by Wacom,Cloud Services,200,196529.53,24782.04,221311.57,0,2023,9,3,1106.56,5394337.36
2023-09-29,Europe,Pen Tablet,One by Wacom,Cloud Services,110,176150.24,25862.14,202012.38,0,2023,9,4,1836.48,5394337.36
2023-09-30,Europe,Pen Tablet,One by Wacom,Support Plan,213,162833.17,12116.39,174949.56,0,2023,9,5,821.36,5394337.36
2023-10-01,Japan,Pen Tablet,Wacom Intuos M,Support Plan,227,80285.93,14229.42,94515.35,0,2023,10,6,416.37,5131244.52
2023-10-02,Latin America,Accessories,Pro Pen 2,Training,143,41025.47,6332.48,47357.95,0,2023,10,0,331.17,5131244.52
2023-10-03,North America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,190,212142.97,10133.65,222276.62,0,2023,10,1,1169.88,5131244.52
2023-10-04,APAC,Mobile Studio,MobileStudio Pro 13,Support Plan,159,52351.12,8850.95,61202.07,0,2023,10,2,384.92,5131244.52
2023-10-05,Latin America,Display Tablet,Cintiq 16,Extended Warranty,235,130458.69,14408.48,144867.17,0,2023,10,3,616.46,5131244.52
2023-10-06,Japan,Display Tablet,Wacom One Display,Training,146,138679.84,24657.82,163337.66,0,2023,10,4,1118.75,5131244.52
2023-10-07,Europe,Mobile Studio,MobileStudio Pro 13,Training,183,124805.76,17525.66,142331.42,0,2023,10,5,777.77,5131244.52
2023-10-08,Japan,Accessories,Pro Pen 2,Extended Warranty,205,34586.95,5901.59,40488.54,0,2023,10,6,197.51,5131244.52
2023-10-09,Japan,Pen Tablet,Wacom Intuos S,Cloud Services,163,275838.34,22250.73,298089.07,0,2023,10,0,1828.77,5131244.52
2023-10-10,North America,Accessories,ExpressKey Remote,Cloud Services,123,86923.38,15583.21,102506.59,0,2023,10,1,833.39,5131244.52
2023-10-11,North America,Pen Tablet,Wacom Intuos S,Extended Warranty,185,278245.46,44701.67,322947.13,0,2023,10,2,1745.66,5131244.52
2023-10-12,Latin America,Pen Tablet,Wacom Intuos S,Training,187,212576.66,33069.62,245646.28,0,2023,10,3,1313.62,5131244.52
2023-10-13,Latin America,Pen Tablet,Wacom Intuos S,Support Plan,195,186650.29,29329.36,215979.65,0,2023,10,4,1107.59,5131244.52
2023-10-14,Japan,Display Tablet,Wacom One Display,Extended Warranty,177,299130.31,16852.56,315982.87,0,2023,10,5,1785.21,5131244.52
2023-10-15,North America,Pen Tablet,Wacom Intuos M,Extended Warranty,166,28633.76,3174.36,31808.12,0,2023,10,6,191.62,5131244.52
2023-10-16,Japan,Mobile Studio,MobileStudio Pro 16,Training,168,173609.99,20374.3,193984.29,0,2023,10,0,1154.67,5131244.52
2023-10-17,APAC,Mobile Studio,MobileStudio Pro 13,Training,113,187208.86,33083.77,220292.63,0,2023,10,1,1949.49,5131244.52
2023-10-18,Latin America,Pen Tablet,One by Wacom,Support Plan,129,116323.67,18894.54,135218.21,0,2023,10,2,1048.2,5131244.52
2023-10-19,Japan,Accessories,ExpressKey Remote,Support Plan,163,76791.33,12132.11,88923.44,0,2023,10,3,545.54,5131244.52
2023-10-20,North America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,148,248434.53,21456.04,269890.57,0,2023,10,4,1823.58,5131244.52
2023-10-21,North America,Display Tablet,Cintiq Pro 24,Cloud Services,75,121363.32,9557.66,130920.98,0,2023,10,5,1745.61,5131244.52
2023-10-22,North America,Pen Tablet,Wacom Intuos S,Support Plan,226,102561.22,5003.64,107564.86,0,2023,10,6,475.95,5131244.52
2023-10-23,Japan,Display Tablet,Wacom One Display,Training,121,104422.54,8588.51,113011.05,0,2023,10,0,933.98,5131244.52
2023-10-24,Japan,Accessories,Wacom Stand,Cloud Services,180,142917.26,18699.09,161616.35,0,2023,10,1,897.87,5131244.52
2023-10-25,Japan,Display Tablet,Cintiq Pro 24,Training,234,68687.9,5938.33,74626.23,0,2023,10,2,318.92,5131244.52
2023-10-26,Latin America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,220,35330.7,2275.82,37606.52,0,2023,10,3,170.94,5131244.52
2023-10-27,Europe,Accessories,Pro Pen 2,Support Plan,181,171450.75,19539.22,190989.97,0,2023,10,4,1055.19,5131244.52
2023-10-28,Japan,Display Tablet,Cintiq 16,Training,181,224275.79,10675.7,234951.49,0,2023,10,5,1298.07,5131244.52
2023-10-29,Europe,Pen Tablet,Wacom Intuos M,Support Plan,168,272035.47,32684.66,304720.13,0,2023,10,6,1813.81,5131244.52
2023-10-30,Europe,Mobile Studio,MobileStudio Pro 16,Extended Warranty,228,282919.41,46186.5,329105.91,0,2023,10,0,1443.45,5131244.52
2023-10-31,APAC,Pen Tablet,Wacom Intuos M,Training,229,315033.59,36544.65,351578.24,0,2023,10,1,1535.28,5131244.52
2023-11-01,APAC,Accessories,Pro Pen 2,Support Plan,152,132207.24,8437.12,140644.36,0,2023,11,2,925.29,5421203.12
2023-11-02,Latin America,Mobile Studio,MobileStudio Pro 13,Support Plan,208,42742.65,2147.62,44890.27,0,2023,11,3,215.82,5421203.12
2023-11-03,Latin America,Accessories,ExpressKey Remote,Support Plan,261,429839.76,41550.05,471389.81,0,2023,11,4,1806.09,5421203.12
2023-11-04,Europe,Mobile Studio,MobileStudio Pro 13,Training,200,116739.31,6674.49,123413.8,0,2023,11,5,617.07,5421203.12
2023-11-05,Europe,Display Tablet,Wacom One Display,Extended Warranty,139,35728.82,3832.7,39561.52,0,2023,11,6,284.62,5421203.12
2023-11-06,Latin America,Accessories,ExpressKey Remote,Support Plan,181,74556.8,5444.5,80001.3,0,2023,11,0,442.0,5421203.12
2023-11-07,North America,Accessories,Wacom Stand,Cloud Services,204,158435.78,22140.99,180576.77,0,2023,11,1,885.18,5421203.12
2023-11-08,APAC,Mobile Studio,MobileStudio Pro 16,Support Plan,245,204009.65,24292.65,228302.3,0,2023,11,2,931.85,5421203.12
2023-11-09,Latin America,Display Tablet,Wacom One Display,Training,206,109063.18,11397.82,120461.0,0,2023,11,3,584.76,5421203.12
2023-11-10,North America,Accessories,ExpressKey Remote,Extended Warranty,159,40871.77,6337.65,47209.42,0,2023,11,4,296.91,5421203.12
2023-11-11,APAC,Pen Tablet,Wacom Intuos S,Support Plan,183,267717.67,38883.77,306601.44,0,2023,11,5,1675.42,5421203.12
2023-11-12,Latin America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,158,128582.33,8635.59,137217.92,0,2023,11,6,868.47,5421203.12
2023-11-13,Europe,Accessories,ExpressKey Remote,Extended Warranty,198,317461.36,29074.87,346536.23,0,2023,11,0,1750.18,5421203.12
2023-11-14,APAC,Display Tablet,Wacom One Display,Training,112,185602.52,20166.79,205769.31,0,2023,11,1,1837.23,5421203.12
2023-11-15,APAC,Display Tablet,Cintiq Pro 24,Cloud Services,127,197955.07,18501.39,216456.46,0,2023,11,2,1704.38,5421203.12
2023-11-16,Latin America,Accessories,Wacom Stand,Extended Warranty,206,79473.17,11316.59,90789.76,0,2023,11,3,440.73,5421203.12
2023-11-17,Europe,Accessories,Wacom Stand,Training,95,69426.64,4718.32,74144.96,0,2023,11,4,780.47,5421203.12
2023-11-18,North America,Accessories,Pro Pen 2,Cloud Services,143,86982.01,10888.67,97870.68,0,2023,11,5,684.41,5421203.12
2023-11-19,APAC,Mobile Studio,MobileStudio Pro 13,Training,269,330667.27,48520.88,379188.15,0,2023,11,6,1409.62,5421203.12
2023-11-20,Europe,Accessories,ExpressKey Remote,Cloud Services,262,139158.89,7369.61,146528.5,0,2023,11,0,559.27,5421203.12
2023-11-21,North America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,153,100515.95,4193.12,104709.07,0,2023,11,1,684.37,5421203.12
2023-11-22,North America,Display Tablet,Cintiq 16,Cloud Services,195,77291.62,6140.62,83432.24,0,2023,11,2,427.86,5421203.12
2023-11-23,Latin America,Display Tablet,Cintiq 16,Training,210,247320.27,21839.35,269159.62,0,2023,11,3,1281.71,5421203.12
2023-11-24,Japan,Pen Tablet,Wacom Intuos S,Support Plan,193,150509.86,12934.83,163444.69,0,2023,11,4,846.86,5421203.12
2023-11-25,APAC,Display Tablet,Wacom One Display,Extended Warranty,133,20054.21,1210.03,21264.24,0,2023,11,5,159.88,5421203.12
2023-11-26,Latin America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,142,118280.55,10424.41,128704.96,0,2023,11,6,906.37,5421203.12
2023-11-27,Europe,Mobile Studio,MobileStudio Pro 16,Extended Warranty,139,49570.37,4465.96,54036.33,0,2023,11,0,388.75,5421203.12
2023-11-28,Europe,Display Tablet,Cintiq Pro 24,Extended Warranty,158,238045.51,18757.57,256803.08,0,2023,11,1,1625.34,5421203.12
2023-11-29,APAC,Accessories,ExpressKey Remote,Support Plan,227,245563.87,20071.68,265635.55,0,2023,11,2,1170.2,5421203.12
2023-11-30,APAC,Display Tablet,Wacom One Display,Extended Warranty,234,286843.58,19657.2,306500.78,0,2023,11,3,1309.83,5421203.12
2023-12-01,Japan,Display Tablet,Cintiq Pro 24,Cloud Services,168,201536.76,33578.06,235114.82,0,2023,12,4,1399.49,5748721.0
2023-12-02,APAC,Display Tablet,Cintiq Pro 24,Extended Warranty,158,111488.35,17244.02,128732.37,0,2023,12,5,814.76,5748721.0
2023-12-03,North America,Display Tablet,Cintiq 16,Support Plan,193,314265.71,51486.07,365751.78,0,2023,12,6,1895.09,5748721.0
2023-12-04,Europe,Display Tablet,Cintiq Pro 24,Training,211,317459.43,26729.31,344188.74,0,2023,12,0,1631.23,5748721.0
2023-12-05,Japan,Mobile Studio,MobileStudio Pro 13,Cloud Services,170,188261.02,24667.79,212928.81,0,2023,12,1,1252.52,5748721.0
2023-12-06,Europe,Mobile Studio,MobileStudio Pro 16,Training,237,107173.12,16726.01,123899.13,0,2023,12,2,522.78,5748721.0
2023-12-07,Latin America,Pen Tablet,One by Wacom,Extended Warranty,199,80592.35,5908.88,86501.23,0,2023,12,3,434.68,5748721.0
2023-12-08,APAC,Pen Tablet,Wacom Intuos M,Support Plan,216,186518.84,31750.26,218269.1,0,2023,12,4,1010.51,5748721.0
2023-12-09,Japan,Pen Tablet,Wacom Intuos S,Training,119,104432.43,10518.74,114951.17,0,2023,12,5,965.98,5748721.0
2023-12-10,Europe,Mobile Studio,MobileStudio Pro 13,Training,224,282929.86,12934.7,295864.56,0,2023,12,6,1320.82,5748721.0
2023-12-11,Europe,Mobile Studio,MobileStudio Pro 16,Support Plan,184,61096.65,7171.84,68268.49,0,2023,12,0,371.02,5748721.0
2023-12-12,Japan,Display Tablet,Cintiq Pro 24,Training,195,91569.97,14150.84,105720.81,0,2023,12,1,542.16,5748721.0
2023-12-13,North America,Accessories,Pro Pen 2,Cloud Services,142,57456.04,8148.6,65604.64,0,2023,12,2,462.0,5748721.0
2023-12-14,Europe,Display Tablet,Cintiq 16,Support Plan,144,48115.57,4305.24,52420.81,0,2023,12,3,364.03,5748721.0
2023-12-15,Latin America,Accessories,ExpressKey Remote,Training,150,13571.29,2314.53,15885.82,0,2023,12,4,105.91,5748721.0
2023-12-16,Latin America,Pen Tablet,Wacom Intuos S,Cloud Services,147,246354.62,30582.48,276937.1,0,2023,12,5,1883.93,5748721.0
2023-12-17,North America,Pen Tablet,Wacom Intuos S,Training,185,150649.72,21457.67,172107.39,0,2023,12,6,930.31,5748721.0
2023-12-18,Japan,Display Tablet,Wacom One Display,Cloud Services,138,235095.4,14523.35,249618.75,0,2023,12,0,1808.83,5748721.0
2023-12-19,Europe,Pen Tablet,One by Wacom,Cloud Services,210,283639.9,49487.86,333127.76,0,2023,12,1,1586.32,5748721.0
2023-12-20,Europe,Display Tablet,Wacom One Display,Cloud Services,118,118510.43,12133.57,130644.0,0,2023,12,2,1107.15,5748721.0
2023-12-21,North America,Pen Tablet,One by Wacom,Extended Warranty,260,98859.83,16848.86,115708.69,0,2023,12,3,445.03,5748721.0
2023-12-22,North America,Mobile Studio,MobileStudio Pro 16,Support Plan,195,79970.88,3910.15,83881.03,0,2023,12,4,430.16,5748721.0
